Epoch, Learning Rate, Mean Accuracy 
200, 0.05, 0.8125
200, 0.1, 0.824999988079071
200, 0.15000000000000002, 0.8062499761581421
200, 0.2, 0.793749988079071
200, 0.25, 0.7749999761581421
200, 0.3, 0.8062499761581421
200, 0.35000000000000003, 0.7875000238418579
200, 0.4, 0.8125
200, 0.45, 0.793749988079071
200, 0.01, 0.793749988079071
200, 0.02, 0.793749988079071
200, 0.03, 0.8125
200, 0.04, 0.8187500238418579
