Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
edges,0.999740962637369,0.00010125956832536104,0.9972131787086154,0.00040844251151752974,0.9909859016641249,0.0015707452975931616
silhouette,0.9996402160007152,0.00013669020317373084,0.9966990771454391,0.0006094721471128707,0.988951922713851,0.0019383032165018294
cue-conflict,0.9991906900866532,0.00027172916134671324,0.9934689656311896,0.00037141734969092023,0.9915298416852133,0.0004924982645563849
