Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
edges,0.9935638440215486,0.0028657386098949514,0.9491069680011558,0.012080139205318816,0.8874665447455289,0.024813493928249997
silhouette,0.9958749181122897,0.0009095462447549113,0.9717525734882478,0.008977918873041337,0.9389656587576936,0.02046097899218244
cue-conflict,0.9957398425639014,0.0020444603488386486,0.9510552833981347,0.00217249365276167,0.9397388191362893,0.00287484277430168
