Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
edges,0.9972752668810682,0.0012031639556876622,0.9859194731475366,0.010189651600802702,0.9745941686923365,0.019776602133161264
silhouette,0.9962447470403081,0.0019260013203409598,0.9752359694297412,0.00811542621710845,0.9330625499631611,0.020634380589098247
cue-conflict,0.9972372312709104,0.0008565549143459393,0.9653673703393872,0.0034928063503022215,0.9568826406016209,0.004288803250649615
