Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
edges,0.9981671305420265,0.0008029778946909399,0.9920228050845064,0.002578596813511263,0.9824013134194581,0.005834659524526209
silhouette,0.9976608939017387,0.0009802955424815282,0.9786528106724319,0.005829764602967528,0.9364504853388735,0.01743929188897996
cue-conflict,0.9960479065456356,0.001865185062320402,0.9670389410999771,0.00333620463544871,0.9635819313963532,0.0036486516560486023
