Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
edges,0.9999670697091908,8.698063530257529e-06,0.9997934691661452,2.447833619609825e-05,0.9994183502008717,8.534709673652708e-05
silhouette,0.9998764200134062,4.634915063286419e-05,0.9990606358953198,9.947530124038362e-05,0.9967182991154061,0.00036116300284734336
cue-conflict,0.9998332785567967,7.451627085267193e-05,0.9982383897874886,0.00016795544013871935,0.9977184765698205,0.00022304649417890856
