Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
edges,0.9997629495090108,7.921231495251393e-05,0.9983267698835598,0.00037677551024858246,0.9967600231600702,0.0008212914163639615
silhouette,0.9998365462189286,6.200592143437818e-05,0.9987911092180974,0.00020175719790632173,0.9965014796071514,0.0006860492135597244
cue-conflict,0.9997016091267767,0.00011155071155732183,0.9973995886532521,0.0002277793615777657,0.9968510346441126,0.00027155214368422494
