image domain,model,human,kappa,human ceiling,NormKappa,C_obs,C_exp 
cue-conflict,resnet50,subject-05,0.03259781294290509,0.335382497902525,0.05628831728413834,0.2734375,0.24895507812499998 
cue-conflict,resnet50,subject-06,0.035530052744450286,0.335382497902525,0.061351566300004545,0.26875,0.24181152343749995 
cue-conflict,resnet50,subject-07,0.0836366323646239,0.335382497902525,0.14441966727529887,0.39453125,0.33927001953125 
cue-conflict,resnet50,subject-08,0.03630583904969048,0.335382497902525,0.06269115634460456,0.296875,0.2703857421875 
cue-conflict,resnet50,subject-09,0.07841371663305485,0.335382497902525,0.13540099052045654,0.3953125,0.34386230468749995 
cue-conflict,resnet50,subject-10,0.05413286676210173,0.335382497902525,0.09347400039205263,0.303125,0.26324218749999995 
cue-conflict,resnet101,subject-01,0.08227994299787128,0.335382497902525,0.14207700208897048,0.36953125,0.31300537109375 
cue-conflict,resnet101,subject-02,0.054147331588335484,0.335382497902525,0.09349897755018075,0.32421875,0.28553222656249994 
cue-conflict,resnet101,subject-03,0.09149551734926833,0.335382497902525,0.1579900074784902,0.42578125,0.3679516601562499 
cue-conflict,resnet101,subject-04,0.05145520827108116,0.335382497902525,0.08885034999608528,0.321875,0.285089111328125 
cue-conflict,resnet101,subject-05,0.05011254751817432,0.335382497902525,0.08653190873755817,0.31796875,0.28198730468749994 
cue-conflict,resnet101,subject-06,0.04746172957702811,0.335382497902525,0.08195460529713824,0.31015625,0.2757836914062499 
cue-conflict,resnet101,subject-07,0.1254043840479439,0.335382497902525,0.21654218859639635,0.440625,0.360418701171875 
cue-conflict,resnet101,subject-08,0.05834715071123138,0.335382497902525,0.10075102086178606,0.34140625,0.30059814453125 
cue-conflict,resnet101,subject-09,0.10393755833739868,0.335382497902525,0.17947431846673903,0.43046875,0.3644067382812499 
cue-conflict,resnet101,subject-10,0.06441165887009725,0.335382497902525,0.11122291847087964,0.33984375,0.2943945312499999 
cue-conflict,vgg11,subject-01,0.053225626477221656,0.335382497902525,0.0919074220115421,0.31640625,0.27797607421875 
cue-conflict,vgg11,subject-02,0.032034732871349975,0.335382497902525,0.055316018014258395,0.26953125,0.24535644531249995 
cue-conflict,vgg11,subject-03,0.07099498548429672,0.335382497902525,0.12259068654459102,0.38984375,0.34321533203124993 
cue-conflict,vgg11,subject-04,0.03374364528356785,0.335382497902525,0.05826688481744552,0.2703125,0.244830322265625 
cue-conflict,vgg11,subject-05,0.033285503786684524,0.335382497902525,0.05747578837233227,0.26640625,0.2411474609375 
cue-conflict,vgg11,subject-06,0.026264724719047512,0.335382497902525,0.04535264868706692,0.25390625,0.23378173828124993 
cue-conflict,vgg11,subject-07,0.056485106304951765,0.335382497902525,0.09753573318216784,0.371875,0.334271240234375 
cue-conflict,vgg11,subject-08,0.04246541297324168,0.335382497902525,0.0733272088905597,0.29453125,0.26324462890625 
cue-conflict,vgg11,subject-09,0.05327192208108805,0.335382497902525,0.09198736300770208,0.37421875,0.33900634765624993 
cue-conflict,vgg11,subject-10,0.04144465734008772,0.335382497902525,0.07156461772994482,0.28671875,0.25587890625 
cue-conflict,vgg13,subject-01,0.06022166391697531,0.335382497902525,0.10398783905762721,0.3296875,0.2867333984375 
cue-conflict,vgg13,subject-02,0.04520833606568131,0.335382497902525,0.07806355502469002,0.2890625,0.255400390625 
cue-conflict,vgg13,subject-03,0.08017681979541141,0.335382497902525,0.13844543127423398,0.4015625,0.34939941406249997 
cue-conflict,vgg13,subject-04,0.03641933845574144,0.335382497902525,0.06288714159645406,0.28203125,0.25489501953125 
cue-conflict,vgg13,subject-05,0.03784192744681127,0.335382497902525,0.06534359904758773,0.2796875,0.251357421875 
cue-conflict,vgg13,subject-06,0.03444443726537921,0.335382497902525,0.05947697831333336,0.2703125,0.24428222656249998 
cue-conflict,vgg13,subject-07,0.06964685839151125,0.335382497902525,0.12026280627633615,0.38671875,0.34080810546875 
cue-conflict,vgg13,subject-08,0.046282933378083604,0.335382497902525,0.07991911737726642,0.30625,0.2725830078125 
cue-conflict,vgg13,subject-09,0.07392351813591307,0.335382497902525,0.12764753423433817,0.39375,0.3453564453125 
cue-conflict,vgg13,subject-10,0.04908791150348351,0.335382497902525,0.08476261712291246,0.3015625,0.2655078125 
cue-conflict,vgg16,subject-01,0.0548564414015741,0.335382497902525,0.094723433872658,0.31953125,0.28003662109375 
cue-conflict,vgg16,subject-02,0.04145598992646064,0.335382497902525,0.07158418628868606,0.27890625,0.24771972656249996 
cue-conflict,vgg16,subject-03,0.07370083785666658,0.335382497902525,0.1272630207630479,0.39296875,0.34467041015624994 
cue-conflict,vgg16,subject-04,0.0369307356148502,0.335382497902525,0.0637701973278474,0.275,0.24719848632812497 
cue-conflict,vgg16,subject-05,0.03641210681573194,0.335382497902525,0.0628746543523542,0.27109375,0.24354980468749998 
cue-conflict,vgg16,subject-06,0.03129804910638654,0.335382497902525,0.05404394833360331,0.26015625,0.23625244140624996 
cue-conflict,vgg16,subject-07,0.06371012947868519,0.335382497902525,0.11001155165197331,0.378125,0.335809326171875 
cue-conflict,vgg16,subject-08,0.043855421686747005,0.335382497902525,0.07572740830364744,0.29765625,0.26544189453125 
cue-conflict,vgg16,subject-09,0.06534237092373707,0.335382497902525,0.11283002675962304,0.38359375,0.34050048828124996 
cue-conflict,vgg16,subject-10,0.042729642208356414,0.335382497902525,0.07378346707720349,0.28984375,0.25814453125 
cue-conflict,vgg19,subject-01,0.047839988703186294,0.335382497902525,0.08260776475130485,0.30859375,0.27385498046875 
cue-conflict,vgg19,subject-02,0.031886779107375966,0.335382497902525,0.05506053865358662,0.26484375,0.24062988281249997 
cue-conflict,vgg19,subject-03,0.07035612909911147,0.335382497902525,0.12148754042336843,0.38671875,0.34030517578124997 
cue-conflict,vgg19,subject-04,0.029485233287551336,0.335382497902525,0.05091366618347796,0.2625,0.240093994140625 
cue-conflict,vgg19,subject-05,0.029137387545796947,0.335382497902525,0.05031302308168149,0.25859375,0.2363427734375 
cue-conflict,vgg19,subject-06,0.02237334067819686,0.335382497902525,0.0386331960676694,0.24609375,0.22884033203124998 
cue-conflict,vgg19,subject-07,0.035125984467543336,0.335382497902525,0.060653840860115986,0.3546875,0.331195068359375 
cue-conflict,vgg19,subject-08,0.03127727909083424,0.335382497902525,0.054008083681350356,0.28203125,0.25885009765625 
cue-conflict,vgg19,subject-09,0.05282626200972915,0.335382497902525,0.09121781888087802,0.37109375,0.33601806640625 
cue-conflict,vgg19,subject-10,0.03472385275625473,0.335382497902525,0.05995945938751007,0.27734375,0.25134765625 
cue-conflict,densenet121,subject-01,0.07179032711560981,0.335382497902525,0.12396404377475388,0.36328125,0.31403564453125 
cue-conflict,densenet121,subject-02,0.054770983221637384,0.335382497902525,0.09457586884566592,0.32578125,0.28671386718749997 
cue-conflict,densenet121,subject-03,0.10282339929386025,0.335382497902525,0.17755044284178448,0.43359375,0.3686791992187499 
cue-conflict,densenet121,subject-04,0.0367462821861344,0.335382497902525,0.06345169212205685,0.3125,0.286273193359375 
cue-conflict,densenet121,subject-05,0.04852080679550154,0.335382497902525,0.0837833683066766,0.31796875,0.28318847656249996 
cue-conflict,densenet121,subject-06,0.032866988819213044,0.335382497902525,0.05675311709010679,0.30078125,0.27701904296874996 
cue-conflict,densenet121,subject-07,0.07054068773109888,0.335382497902525,0.12180622728904955,0.40625,0.361187744140625 
cue-conflict,densenet121,subject-08,0.036727558779826926,0.335382497902525,0.06341936145506638,0.32734375,0.30169677734375 
cue-conflict,densenet121,subject-09,0.06350347840466414,0.335382497902525,0.10965471663233631,0.40546875,0.3651538085937499 
cue-conflict,densenet121,subject-10,0.04959937896808898,0.335382497902525,0.08564579425441668,0.33046875,0.29552734374999995 
cue-conflict,densenet169,subject-01,0.03877835928040712,0.335382497902525,0.06696058397405295,0.290625,0.26200683593749996 
cue-conflict,densenet169,subject-02,0.02970272011724428,0.335382497902525,0.05128921185877586,0.25,0.22704101562499998 
cue-conflict,densenet169,subject-03,0.059779708958551135,0.335382497902525,0.10322469273953987,0.371875,0.3319384765625 
cue-conflict,densenet169,subject-04,0.02334022440702572,0.335382497902525,0.04030276384513084,0.24453125,0.22647705078125002 
cue-conflict,densenet169,subject-05,0.02327509326366297,0.335382497902525,0.04019029855584587,0.240625,0.222529296875 
cue-conflict,densenet169,subject-06,0.025136313050614614,0.335382497902525,0.04340416232293189,0.234375,0.21463378906249997 
cue-conflict,densenet169,subject-07,0.05809450038729667,0.335382497902525,0.10031475657557501,0.36171875,0.32235107421875 
cue-conflict,densenet169,subject-08,0.027821862348178166,0.335382497902525,0.04804143817969618,0.2671875,0.2462158203125 
cue-conflict,densenet169,subject-09,0.05447100760111228,0.335382497902525,0.09405788554000066,0.3640625,0.32742675781249997 
cue-conflict,densenet169,subject-10,0.03584799220472849,0.335382497902525,0.06190056869009227,0.265625,0.23832031249999996 
original,alexnet,subject-01,0.0,0.34285714285714297,0.0,0.3,0.3 
original,alexnet,subject-02,0.0,0.34285714285714297,0.0,0.3,0.3 
original,alexnet,subject-03,0.009090909090909139,0.34285714285714297,0.015525682978726743,0.31875,0.31249999999999994 
original,alexnet,subject-04,0.0,0.34285714285714297,0.0,0.3,0.3 
original,alexnet,subject-05,0.02173913043478263,0.34285714285714297,0.03712663320999857,0.325,0.31 
original,resnet18,subject-01,0.0,0.34285714285714297,0.0,0.825,0.825 
original,resnet18,subject-02,0.0,0.34285714285714297,0.0,0.825,0.825 
original,resnet18,subject-03,0.07199999999999988,0.34285714285714297,0.12296340919151495,0.81875,0.8046875 
original,resnet18,subject-04,0.0,0.34285714285714297,0.0,0.825,0.825 
original,resnet18,subject-05,0.01960784313725506,0.34285714285714297,0.03348676720901856,0.8125,0.80875 
original,resnet34,subject-01,0.0,0.34285714285714297,0.0,0.8875,0.8875 
original,resnet34,subject-02,0.0,0.34285714285714297,0.0,0.8875,0.8875 
original,resnet34,subject-03,-0.051428571428571754,0.34285714285714297,-0.08783100656536852,0.85625,0.86328125 
original,resnet34,subject-04,0.0,0.34285714285714297,0.0,0.8875,0.8875 
original,resnet34,subject-05,0.05213270142180149,0.34285714285714297,0.08903353746094529,0.875,0.8681249999999999 
original,resnet50,subject-01,0.0,0.34285714285714297,0.0,0.95,0.95 
original,resnet50,subject-02,0.0,0.34285714285714297,0.0,0.95,0.95 
original,resnet50,subject-03,-0.04000000000000057,0.34285714285714297,-0.06831300510639828,0.91875,0.921875 
original,resnet50,subject-04,0.0,0.34285714285714297,0.0,0.95,0.95 
original,resnet50,subject-05,0.13793103448276003,0.34285714285714297,0.23556208657378622,0.9375,0.9274999999999999 
original,resnet101,subject-01,0.0,0.34285714285714297,0.0,0.9125,0.9125 
original,resnet101,subject-02,0.0,0.34285714285714297,0.0,0.9125,0.9125 
original,resnet101,subject-03,0.06206896551724269,0.34285714285714297,0.10600293895820495,0.89375,0.8867187499999999 
original,resnet101,subject-04,0.0,0.34285714285714297,0.0,0.9125,0.9125 
original,resnet101,subject-05,0.1907514450867052,0.34285714285714297,0.32577011105651893,0.9125,0.891875 
original,vgg11,subject-01,0.0,0.34285714285714297,0.0,0.7625,0.7625 
original,vgg11,subject-02,0.0,0.34285714285714297,0.0,0.7625,0.7625 
original,vgg11,subject-03,0.0892307692307694,0.34285714285714297,0.15239054985273276,0.76875,0.74609375 
original,vgg11,subject-04,0.0,0.34285714285714297,0.0,0.7625,0.7625 
original,vgg11,subject-05,0.05236907730673294,0.34285714285714297,0.08943722613680406,0.7625,0.749375 
original,vgg13,subject-01,0.0,0.34285714285714297,0.0,0.8625,0.8625 
original,vgg13,subject-02,0.0,0.34285714285714297,0.0,0.8625,0.8625 
original,vgg13,subject-03,0.10243902439024362,0.34285714285714297,0.17494793990662677,0.85625,0.83984375 
original,vgg13,subject-04,0.0,0.34285714285714297,0.0,0.8625,0.8625 
original,vgg13,subject-05,0.11646586345381563,0.34285714285714297,0.19890332812103695,0.8625,0.844375 
original,vgg16,subject-01,8.45884209238214e-16,0.34285714285714297,1.444622307627774e-15,0.86875,0.8687499999999999 
original,vgg16,subject-02,8.45884209238214e-16,0.34285714285714297,1.444622307627774e-15,0.86875,0.8687499999999999 
original,vgg16,subject-03,0.10886075949367117,0.34285714285714297,0.1859151404794362,0.8625,0.845703125 
original,vgg16,subject-04,8.45884209238214e-16,0.34285714285714297,1.444622307627774e-15,0.86875,0.8687499999999999 
original,vgg16,subject-05,0.20668058455114852,0.34285714285714297,0.3529742956958947,0.88125,0.8503124999999999 
original,vgg19,subject-01,0.0,0.34285714285714297,0.0,0.875,0.875 
original,vgg19,subject-02,0.0,0.34285714285714297,0.0,0.875,0.875 
original,vgg19,subject-03,0.11578947368421068,0.34285714285714297,0.1977481726764135,0.86875,0.8515625 
original,vgg19,subject-04,0.0,0.34285714285714297,0.0,0.875,0.875 
original,vgg19,subject-05,0.13043478260869526,0.34285714285714297,0.22275979925999054,0.875,0.8562500000000001 
original,densenet121,subject-01,0.0,0.34285714285714297,0.0,0.91875,0.91875 
original,densenet121,subject-02,0.0,0.34285714285714297,0.0,0.91875,0.91875 
original,densenet121,subject-03,0.0690909090909093,0.34285714285714297,0.11799519063832298,0.9,0.892578125 
original,densenet121,subject-04,0.0,0.34285714285714297,0.0,0.91875,0.91875 
original,densenet121,subject-05,0.20489296636085574,0.34285714285714297,0.34992135643185074,0.91875,0.8978125 
original,densenet169,subject-01,1.1102230246251556e-15,0.34285714285714297,1.8960667787614527e-15,0.9,0.8999999999999999 
original,densenet169,subject-02,1.1102230246251556e-15,0.34285714285714297,1.8960667787614527e-15,0.9,0.8999999999999999 
original,densenet169,subject-03,0.04999999999999982,0.34285714285714297,0.08539125638299633,0.88125,0.875 
original,densenet169,subject-04,1.1102230246251556e-15,0.34285714285714297,1.8960667787614527e-15,0.9,0.8999999999999999 
original,densenet169,subject-05,0.16666666666666682,0.34285714285714297,0.2846375212766557,0.9,0.88 
