image domain,model,human,kappa,human ceiling,NormKappa,C_obs,C_exp 
silhouette,densenet121,subject-07,0.2656587473002159,0.47570932146476874,0.3851707415437081,0.575,0.42125 
silhouette,densenet121,subject-08,0.3071593533487298,0.47570932146476874,0.4453412398565503,0.625,0.45875 
silhouette,densenet121,subject-09,0.23076923076923084,0.47570932146476874,0.3345854659188311,0.55625,0.423125 
silhouette,densenet121,subject-10,0.15289256198347118,0.47570932146476874,0.2216743927093083,0.4875,0.3949999999999999 
silhouette,densenet169,subject-01,0.2725173210161662,0.47570932146476874,0.39511478423363094,0.60625,0.45875 
silhouette,densenet169,subject-02,0.2808988764044944,0.47570932146476874,0.4072669528974535,0.625,0.478515625 
silhouette,densenet169,subject-03,0.24942263279445728,0.47570932146476874,0.3616304804850183,0.59375,0.45875 
silhouette,densenet169,subject-04,0.33759442184776306,0.47570932146476874,0.4894681433439728,0.64375,0.4621875 
silhouette,densenet169,subject-05,0.25505601629564967,0.47570932146476874,0.3697981562066172,0.6,0.46304687499999997 
silhouette,densenet169,subject-06,0.30547380812242486,0.47570932146476874,0.4428974178054448,0.63125,0.46906250000000005 
silhouette,densenet169,subject-07,0.33547070824832426,0.47570932146476874,0.48638903395933847,0.64375,0.46390624999999996 
silhouette,densenet169,subject-08,0.38572719060523947,0.47570932146476874,0.5592544177402684,0.68125,0.48109375 
silhouette,densenet169,subject-09,0.29937235440081733,0.47570932146476874,0.4340511009484644,0.625,0.46476562500000007 
silhouette,densenet169,subject-10,0.16761687571265665,0.47570932146476874,0.24302273864343807,0.54375,0.451875 
cue-conflict,alexnet,subject-01,0.025017355308153185,0.335382497902525,0.04319875188135406,0.259375,0.24037109375 
cue-conflict,alexnet,subject-02,0.02071194241786223,0.335382497902525,0.035764374390067105,0.21875,0.20222656249999998 
cue-conflict,alexnet,subject-03,0.04650298682367739,0.335382497902525,0.08029909496001855,0.3484375,0.31666015625 
cue-conflict,alexnet,subject-04,0.01461684300654393,0.335382497902525,0.02523965329471149,0.21328125,0.20161132812500002 
cue-conflict,alexnet,subject-05,0.016983794831865306,0.335382497902525,0.029326790538345436,0.2109375,0.1973046875 
cue-conflict,alexnet,subject-06,0.015864609162473862,0.335382497902525,0.027394235180447486,0.2015625,0.18869140624999997 
cue-conflict,alexnet,subject-07,0.041734112182419555,0.335382497902525,0.07206443426773347,0.33515625,0.306201171875 
cue-conflict,alexnet,subject-08,0.018478944060339394,0.335382497902525,0.03190854147687892,0.2375,0.22314453125 
cue-conflict,alexnet,subject-09,0.0442407559805897,0.335382497902525,0.07639278481311654,0.3421875,0.31173828124999997 
cue-conflict,alexnet,subject-10,0.027252834692659655,0.335382497902525,0.04705886891121872,0.2359375,0.21453124999999998 
cue-conflict,resnet18,subject-01,0.053082915635002045,0.335382497902525,0.09166099587305196,0.3109375,0.2723095703125 
cue-conflict,resnet18,subject-02,0.031061957121412395,0.335382497902525,0.05363627618143339,0.2625,0.23885742187499998 
cue-conflict,resnet18,subject-03,0.08253219930687447,0.335382497902525,0.14251258600936928,0.39375,0.3392138671874999 
cue-conflict,resnet18,subject-04,0.03482539224642206,0.335382497902525,0.06013479283854309,0.26484375,0.23831787109375002 
cue-conflict,resnet18,subject-05,0.03040200043376754,0.335382497902525,0.05249669508459702,0.2578125,0.234541015625 
cue-conflict,resnet18,subject-06,0.029770138902048503,0.335382497902525,0.051405627335992625,0.25,0.22698730468749997 
cue-conflict,resnet18,subject-07,0.06594027294426326,0.335382497902525,0.1138624548766612,0.37421875,0.33004150390625 
cue-conflict,resnet18,subject-08,0.02606409202958092,0.335382497902525,0.04500620592104315,0.2765625,0.2572021484375 
cue-conflict,resnet18,subject-09,0.0720415819341767,0.335382497902525,0.1243978983701966,0.3828125,0.33489746093749995 
cue-conflict,resnet18,subject-10,0.04211567494403667,0.335382497902525,0.07272329827886617,0.28125,0.2496484375 
cue-conflict,resnet34,subject-01,0.043403703102913006,0.335382497902525,0.0749474026322693,0.29453125,0.26252197265624994 
cue-conflict,resnet34,subject-02,0.03199499307755041,0.335382497902525,0.055247397271937004,0.25234375,0.22763183593749997 
cue-conflict,resnet34,subject-03,0.06043753130838915,0.335382497902525,0.10436058836570146,0.37265625,0.3323022460937499 
cue-conflict,resnet34,subject-04,0.023602896467856953,0.335382497902525,0.04075633317898902,0.2453125,0.22706909179687498 
cue-conflict,resnet34,subject-05,0.021514364908267015,0.335382497902525,0.037149958503177476,0.23984375,0.22312988281249996 
cue-conflict,resnet34,subject-06,0.01939128838669339,0.335382497902525,0.033483933267860234,0.23046875,0.21525146484374996 
cue-conflict,resnet34,subject-07,0.05640618945053762,0.335382497902525,0.09739946339780807,0.3609375,0.322735595703125 
cue-conflict,resnet34,subject-08,0.03644761364557168,0.335382497902525,0.06293596581847231,0.27421875,0.24676513671875 
cue-conflict,resnet34,subject-09,0.05278335688057747,0.335382497902525,0.09114373239148572,0.36328125,0.3278002929687499 
cue-conflict,resnet34,subject-10,0.03205111755497969,0.335382497902525,0.05534431028872371,0.26328125,0.23888671874999995 
cue-conflict,resnet50,subject-01,0.05637581143898595,0.335382497902525,0.09734700812555785,0.325,0.2846728515625 
cue-conflict,resnet50,subject-02,0.039861940932683214,0.335382497902525,0.0688316600475741,0.2828125,0.25303710937499996 
cue-conflict,resnet50,subject-03,0.07504062422776528,0.335382497902525,0.129576498678927,0.396875,0.34794433593749996 
cue-conflict,resnet50,subject-04,0.03320105172047755,0.335382497902525,0.05732996065357441,0.27734375,0.25252685546875 
