,image domain,model,accuracy corr,accuracy corr std,human accuracy ceiling,model accuracy ceiling,dprime corr,dprime corr std,human dprime ceiling,model dprime ceiling,accnorm corr,accnorm corr std,dpnorm corr,dpnorm corr std
0,edges,alexnet,0.1706050070638049,0.0277666203873062,0.6815771384848986,1,0.0829592289077204,0.0582746665720586,0.6557130821164314,1,0.20664945566204254,0.03363299288434981,0.10244901389416997,0.07196525575183298
1,edges,resnet18,0.2245620215994407,0.0319850139874844,0.6815771384848986,1,0.1802648380413935,0.0624983231691487,0.6557130821164314,1,0.2720061991412534,0.03874262451971587,0.22261483309681954,0.07718118481839663
2,edges,resnet34,0.1980080440053047,0.0321401999601947,0.6815771384848986,1,0.1712623558042969,0.0480940755789769,0.6557130821164314,1,0.2398420492729084,0.03893059729577265,0.21149737889752554,0.05939291724491099
3,edges,resnet50,0.2041093528582136,0.0305159512329599,0.6815771384848986,1,0.118740033185966,0.0441118877854419,0.6557130821164314,1,0.24723240770950508,0.03696318660179866,0.14663587728370445,0.054475185752458626
4,edges,resnet101,0.220970742404886,0.0287833244268239,0.6815771384848986,1,0.1570158590500662,0.0462312284094798,0.6557130821164314,1,0.26765617505076705,0.034864500329246526,0.19390392289348113,0.05709242749755797
5,edges,vgg11,0.1593877145143019,0.0326198955998298,0.6815771384848986,1,0.0899900036276507,0.0524928134591563,0.6557130821164314,1,0.19306223779985077,0.039511640282259994,0.11113154320950555,0.06482505980622369
6,edges,vgg13,0.206359218277655,0.0314536361508285,0.6815771384848986,1,0.1695241337622859,0.0529092935263135,0.6557130821164314,1,0.24995761180663065,0.03809898021767762,0.20935079271925688,0.0653393844057724
7,edges,vgg16,0.2027322106892791,0.0335722958768437,0.6815771384848986,1,0.146963158028417,0.0474341517025184,0.6557130821164314,1,0.24556431083194316,0.040665258234068954,0.18148951981619996,0.05857795607327816
8,edges,vgg19,0.1712904127293066,0.0321557886577601,0.6815771384848986,1,0.0961840998207557,0.0471968933284435,0.6557130821164314,1,0.20747966991027167,0.03894947948406132,0.11878083136351085,0.05828495809364234
9,edges,densenet121,0.2130559067818893,0.0307746116094175,0.6815771384848986,1,0.1131727459917488,0.0549809911277255,0.6557130821164314,1,0.25806913829671024,0.03727649526088339,0.1397606556763817,0.06789779025339263
10,edges,densenet169,0.2233120968102155,0.029314527580013,0.6815771384848986,1,0.11994617519291,0.0536819964585349,0.6557130821164314,1,0.27049219740263336,0.03550793304169578,0.14812538075251316,0.06629362005238469
11,silhouette,alexnet,0.3368128610806319,0.0371972154516885,0.8277379133715534,1,0.4374812486473681,0.0503986405477192,0.6228299782658557,1,0.3702049680543414,0.04088500039405015,0.5543380490007692,0.06386075782652129
12,silhouette,resnet18,0.4425465115845945,0.0468011207192992,0.8277379133715534,1,0.4622998226206445,0.0450698506832171,0.6228299782658557,1,0.48642120332962574,0.05144105051454002,0.5857859794386218,0.05710858047913468
13,silhouette,resnet34,0.5607626258340908,0.0356571164822903,0.8277379133715534,1,0.5868228903306106,0.0463882698658175,0.6228299782658557,1,0.6163574315924952,0.0391922138183318,0.7435707407817833,0.05877916617785338
14,silhouette,resnet50,0.5605556241359911,0.0383615302040309,0.8277379133715534,1,0.572355557004129,0.0460952412427746,0.6228299782658557,1,0.6161299074510883,0.042164746969977164,0.7252389988951499,0.05840786588623811
15,silhouette,resnet101,0.5467032447409166,0.0388072197669226,0.8277379133715534,1,0.5595326208421714,0.048551998842923,0.6228299782658557,1,0.6009041834244677,0.04265462283119902,0.7089908935501581,0.06152085465808788
16,silhouette,vgg11,0.3841115607942477,0.0365511699020476,0.8277379133715534,1,0.4839656934030761,0.0450835654415932,0.6228299782658557,1,0.42219292825369714,0.04017490496806462,0.6132390796036455,0.05712595862373912
17,silhouette,vgg13,0.4537284613710766,0.035271738007736,0.8277379133715534,1,0.5216941300311306,0.0424610906179454,0.6228299782658557,1,0.4987117475511507,0.038768628372682655,0.6610452610500712,0.05380298745231334
