Epoch, Learning Rate, Mean Accuracy 
200, 0.05, 0.9375
200, 0.1, 0.9437500238418579
200, 0.15000000000000002, 0.9437500238418579
200, 0.2, 0.9437500238418579
200, 0.25, 0.9437500238418579
200, 0.3, 0.9437500238418579
200, 0.35000000000000003, 0.9312499761581421
200, 0.4, 0.925000011920929
200, 0.45, 0.9375
200, 0.01, 0.9437500238418579
200, 0.02, 0.9437500238418579
200, 0.03, 0.9375
200, 0.04, 0.9375
