,accuracy,dprime
airplane1-bicycle2.png,0.10356214791536325,0.3106883872859094
airplane1-chair2.png,0.21812855750322338,0.7936716123464904
airplane1-clock1.png,0.1886887192726135,0.6894620322052536
airplane1-elephant1.png,0.07917990460991854,0.16159135462157992
airplane10-airplane1.png,0.11395291686058043,0.36642987263700855
airplane10-bear3.png,0.07371069416403767,0.12350081381421041
airplane10-boat3.png,0.12422441244125362,0.41807554087823706
airplane10-car3.png,0.07265155054628847,0.11587688383006567
airplane10-cat2.png,0.05871328152716158,0.006533646297804507
airplane10-dog3.png,0.09627090469002718,0.2691042593428856
airplane10-elephant1.png,0.07693521976470943,0.146208052094706
airplane10-knife3.png,0.1870460897684097,0.6833665612275347
airplane10-oven2.png,0.10342883318662639,0.30994751713378355
airplane10-truck1.png,0.15225879997014996,0.5454070504712403
airplane2-bear1.png,0.06714598909020418,0.07481143714886063
airplane2-bicycle1.png,0.12099332287907597,0.40216519323072153
airplane2-bird3.png,0.1451317936182022,0.5146572297435021
airplane2-bottle1.png,0.12814363911747928,0.43699063689147866
airplane2-cat1.png,0.12365688160061834,0.41530211820421203
airplane2-dog1.png,0.06807894743978972,0.08194843035378274
airplane3-airplane2.png,0.16048544794321057,0.5797360957181796
airplane3-car1.png,0.06885624155402179,0.08783717490253484
airplane3-cat1.png,0.19302032440900802,0.7053807981302359
airplane3-chair3.png,0.16400801986455915,0.5940829342998595
airplane3-clock1.png,0.061848752945661514,0.03276320719326664
airplane3-dog1.png,0.07821962088346476,0.15505135054584263
airplane3-elephant1.png,0.06879537031054495,0.08737787289147847
airplane3-keyboard2.png,0.12892347425222392,0.44070612277841725
airplane3-oven1.png,0.16483252495527265,0.5974120180793678
airplane4-airplane1.png,0.1784342974424362,0.6508524536614544
airplane4-bear3.png,0.10205036178231235,0.30224596429036366
airplane4-bicycle2.png,0.08938040733337398,0.22762050420207003
airplane4-bird3.png,0.21960454285144806,0.7986713003290016
airplane4-boat3.png,0.07957332730293269,0.1642534148830932
airplane4-bottle1.png,0.06808354817330833,0.08198343757081639
airplane4-car1.png,0.05673263110220428,-0.010607085146138173
airplane4-cat3.png,0.0963347680866718,0.2694783400125116
airplane4-dog2.png,0.06963224187493322,0.09366521600803002
airplane4-elephant1.png,0.06313473097980019,0.043221027238989906
airplane4-keyboard3.png,0.14156079441308972,0.49886746214764677
airplane4-knife1.png,0.11644521877169603,0.3792545695398326
airplane4-truck2.png,0.06267779767513272,0.03952433929865218
airplane5-bear2.png,0.0459940861910581,-0.11280128295672953
airplane5-bicycle1.png,0.11850798875093457,0.389722502516731
airplane5-bird2.png,0.1371925577521324,0.4791810063998687
airplane5-boat3.png,0.1460562467575073,0.5187020938716447
airplane5-bottle3.png,0.16413417905569075,0.5945930261960156
airplane5-chair3.png,0.14981779679656027,0.5349856240323265
airplane5-dog3.png,0.09229286313056939,0.2454336539586126
airplane5-knife1.png,0.10673633366823192,0.3281277048071911
airplane5-oven3.png,0.07243682779371734,0.11432090662863481
airplane6-bear3.png,0.12709350660443303,0.43196243311877236
airplane6-bottle2.png,0.12140658572316165,0.4042166681912507
airplane6-chair3.png,0.10540786534547801,0.3208752446748384
airplane6-keyboard3.png,0.20767319351434707,0.7576795065931532
airplane6-knife1.png,0.10926591381430624,0.34175930379286634
airplane7-airplane3.png,0.33540149331092833,1.147154572825544
airplane7-bird3.png,0.4721484243869781,1.5023304307778258
airplane7-boat2.png,0.1638661742210388,0.593509114206304
airplane7-bottle3.png,0.2730448544025421,0.968570854907861
airplane7-car1.png,0.0960013642907142,0.2675234103255397
airplane7-cat3.png,0.14401813223958013,0.509761406256938
airplane7-clock3.png,0.18140574544668195,0.6621798917227206
airplane7-keyboard1.png,0.195730622112751,0.7152303870201302
airplane7-truck1.png,0.21433373838663097,0.7807268444730646
airplane8-bicycle3.png,0.10132384225726124,0.2981563949010797
airplane8-bird1.png,0.07439645007252689,0.12839246269579752
airplane8-chair1.png,0.17070799767971034,0.6208296260842334
airplane8-clock2.png,0.13100055307149885,0.45052685841112217
airplane8-elephant3.png,0.06796031966805453,0.081045154211693
airplane8-oven2.png,0.15189764797687527,0.5438722151173696
airplane8-truck3.png,0.15470620244741437,0.5557450269254813
airplane9-airplane2.png,0.26381656974554063,0.9405776109107882
airplane9-boat1.png,0.18307724595069882,0.6685007720997759
airplane9-car2.png,0.18493922352790831,0.6754997111026732
airplane9-clock1.png,0.08424890562891955,0.1951540899593096
airplane9-keyboard2.png,0.13977025151252745,0.4908486471656437
airplane9-knife3.png,0.16212992221117017,0.5864590112223905
