edges,alexnet,0,subject-01,0.15419648666232927,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-02,0.1372549019607844,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-03,0.08616187989556137,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-04,0.13268608414239488,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-05,0.14174252275682703,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-06,0.11227154046997381,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-07,0.2516129032258064,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-08,0.09626719056974431,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-09,0.2161820480404552,0.31843643384059334,0.9185108718021905
edges,alexnet,0,subject-10,0.07371167645140242,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-01,0.14989534696506202,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-02,0.1340872374798063,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-03,0.10910264686894777,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-04,0.15316760224538908,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-05,0.18892822658513025,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-06,0.10910264686894777,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-07,0.24479999999999996,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-08,0.09399773499433751,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-09,0.28143712574850316,0.31843643384059334,0.9185108718021905
edges,alexnet,1,subject-10,0.09662848846588172,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-01,0.16306874792427753,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-02,0.14381270903010024,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-03,0.09212283044058737,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-04,0.14332784184514008,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-05,0.1506303915063039,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-06,0.11882510013351143,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-07,0.2655737704918033,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-08,0.10097282791009744,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-09,0.2371265098537826,0.31843643384059334,0.9185108718021905
edges,alexnet,2,subject-10,0.0796932310770257,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-01,0.1281717631750164,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-02,0.1372549019607844,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-03,0.08616187989556137,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-04,0.13268608414239488,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-05,0.14174252275682703,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-06,0.11227154046997381,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-07,0.22580645161290322,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-08,0.09626719056974431,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-09,0.24146649810366627,0.31843643384059334,0.9185108718021905
edges,alexnet,3,subject-10,0.04761904761904742,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-01,0.1451831750339211,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-02,0.1506849315068495,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-03,0.098360655737705,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-04,0.15436241610738238,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-05,0.13279132791327897,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-06,0.1256830601092896,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-07,0.22666666666666657,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-08,0.10591471801925695,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-09,0.20716112531969322,0.31843643384059334,0.9185108718021905
edges,alexnet,4,subject-10,0.03137789904502029,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-01,0.13229252259654886,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-02,0.14049586776859505,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-03,0.08910891089108898,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-04,0.13795918367346943,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-05,0.1198686371100166,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-06,0.11551155115511552,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-07,0.232520325203252,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-08,0.09859154929577468,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-09,0.2519809825673533,0.31843643384059334,0.9185108718021905
edges,alexnet,5,subject-10,0.05028854080791444,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-01,0.11804613297150601,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-02,0.1506849315068495,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-03,0.098360655737705,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-04,0.12751677852348986,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-05,0.10569105691056903,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-06,0.1256830601092896,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-07,0.22666666666666657,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-08,0.07840440165061881,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-09,0.20716112531969322,0.31843643384059334,0.9185108718021905
edges,alexnet,6,subject-10,0.058663028649385815,0.31843643384059334,0.9185108718021905
edges,alexnet,7,subject-01,0.10993025572899377,0.31843643384059334,0.9185108718021905
edges,alexnet,7,subject-02,0.14381270903010024,0.31843643384059334,0.9185108718021905
edges,alexnet,7,subject-03,0.09212283044058737,0.31843643384059334,0.9185108718021905
edges,alexnet,7,subject-04,0.11696869851729833,0.31843643384059334,0.9185108718021905
edges,alexnet,7,subject-05,0.09754479097544783,0.31843643384059334,0.9185108718021905
edges,alexnet,7,subject-06,0.11882510013351143,0.31843643384059334,0.9185108718021905
edges,alexnet,7,subject-07,0.21311475409836064,0.31843643384059334,0.9185108718021905
edges,alexnet,7,subject-08,0.07413619590741365,0.31843643384059334,0.9185108718021905
