,image domain,model,accuracy corr,accuracy corr std,human accuracy ceiling,model accuracy ceiling,dprime corr,dprime corr std,human dprime ceiling,model dprime ceiling,accnorm corr,accnorm corr std,dpnorm corr,dpnorm corr std
0,edges,vonenet_resnet50,0.2167418395183331,0.0435450285115999,0.6815771384848986,1,0.2886154020212774,0.041468429819337,0.6557130821164314,1,0.2625338137872024,0.05274497269206673,0.3564204214655808,0.051210694683003516
1,edges,vonenet_cornets,0.191272450838956,0.0634898130048575,0.6815771384848986,1,0.2532975983358047,0.0531278455703991,0.6557130821164314,1,0.23168339856656442,0.07690357700130011,0.31280533236549596,0.06560928133822859
2,silhouette,vonenet_resnet50,0.5611992306763272,0.0394856617912473,0.8277379133715534,1,0.5670545804575833,0.0498490724871187,0.6228299782658557,1,0.6168373220609111,0.043400326564530405,0.7185220641563548,0.06316439315386768
3,silhouette,vonenet_cornets,0.5298608092725419,0.0409338145536411,0.8277379133715534,1,0.5813740374884422,0.0498799866431049,0.6228299782658557,1,0.5823919649048955,0.04499205125526737,0.7366664301098198,0.0632035648737274
4,cue-conflict,vonenet_resnet50,0.1883755641768746,0.0204645603165184,0.7228302656528401,1,0.2534999362170892,0.0211401040258461,0.6033446913429416,1,0.221567675618149,0.02407045245858397,0.32635863383709734,0.027216004753314624
5,cue-conflict,vonenet_cornets,0.2489178794242995,0.0179353676376762,0.7228302656528401,1,0.2816556589856575,0.0218142358834923,0.6033446913429416,1,0.292777655131829,0.021095611504609004,0.3626066240913313,0.028083889595301607
