,image domain,model,accuracy corr,accuracy corr std,human accuracy ceiling,model accuracy ceiling,dprime corr,dprime corr std,human dprime ceiling,model dprime ceiling,accnorm corr,accnorm corr std,dpnorm corr,dpnorm corr std
0,edges,vonenet_resnet50,0.4692403255557322,0.1299385000377488,0.8756914808072016,1,0.6359584684144259,0.1298155601623132,0.848716621579829,1,0.5014409124875994,0.13885524426962323,0.6903151439578227,0.14091116252424107
1,edges,vonenet_cornets,0.3923968229805135,0.1360107172002022,0.8756914808072016,1,0.4881446150109454,0.1548720830700202,0.848716621579829,1,0.419324193289551,0.14534415400080927,0.5298673371292006,0.16810931787114752
2,silhouette,vonenet_resnet50,0.8062095308169116,0.0582813003516252,0.9322117479877028,1,0.9011337086131448,0.0376537271231121,0.9545539676335728,1,0.8350080110358362,0.060363157252533814,0.9223356431508645,0.03853964654875874
3,silhouette,vonenet_cornets,0.7469759682165464,0.0965047894695606,0.9322117479877028,1,0.8919854590930674,0.0530160551060972,0.9545539676335728,1,0.7736585759288355,0.09995202144132177,0.9129721530004505,0.054263420418329864
4,cue-conflict,vonenet_resnet50,0.6097917916452937,0.1338651856143397,0.9575353848661046,1,0.6726377051449617,0.1299780182547566,0.9664476361046984,1,0.6231665853746867,0.13680130130115128,0.6842141386809216,0.1322150053846079
5,cue-conflict,vonenet_cornets,0.6619188606603443,0.1062175727737819,0.9575353848661046,1,0.7064444787666408,0.1130312397814854,0.9664476361046984,1,0.6764369770866746,0.10854728292362348,0.7186027438961958,0.11497656432218376
