,image domain,model,accuracy corr,accuracy corr std,human accuracy ceiling,model accuracy ceiling,dprime corr,dprime corr std,human dprime ceiling,model dprime ceiling,accnorm corr,accnorm corr std,dpnorm corr,dpnorm corr std
0,edges,alexnet,0.3455898616506629,0.1350708417720471,0.8756914808072016,0.9981671305420264,0.5985849518338059,0.1368785379144597,0.848716621579829,0.9991746506899434,0.3696441170942758,0.14447224178838466,0.6500155365183409,0.148639179765108
1,edges,resnet18,0.2904144032013168,0.1760214846642212,0.8756914808072016,0.9951219033723924,0.5279578805149039,0.1339022163403127,0.848716621579829,0.6713616180273787,0.3111031772105767,0.18856104426198694,0.6994226115738508,0.17738960114948882
2,edges,resnet34,0.3337235728153057,0.1457468531037535,0.8756914808072016,0.9980024902584712,0.4667347238298511,0.2067192667367546,0.848716621579829,0.9880623446956244,0.3569813352447678,0.15590419876481296,0.5096788173643696,0.2257394318817129
3,edges,resnet50,0.4440512439464686,0.1259580899828217,0.8756914808072016,0.996424424772734,0.5055590307470872,0.1456681134077458,0.848716621579829,0.5396179563304013,0.47537391411393637,0.1348429737912584,0.7470459615036968,0.21524840666046394
4,edges,resnet101,0.4743104008607191,0.1231404232995296,0.8756914808072016,0.9923507169977496,0.5225662576978751,0.1441113980456865,0.848716621579829,0.8403488832128531,0.5088086569806562,0.13209685742788874,0.6187713489373793,0.17064248380448704
5,edges,vgg11,0.3318842349119387,0.1633255442112098,0.8756914808072016,0.9972752668810682,0.456218200091846,0.1474499694511921,0.848716621579829,0.5814623811790253,0.35514322703154183,0.1747716665217389,0.6494271513415835,0.20989520717677013
6,edges,vgg13,0.3448423120582718,0.1442538104366941,0.8756914808072016,0.9981921667794328,0.5042451407032185,0.1507128390250096,0.848716621579829,0.8171167943796878,0.36883990982119996,0.15429244200126993,0.6055057888599946,0.18097843512760567
7,edges,vgg16,0.2819432728544095,0.1786079359191549,0.8756914808072016,0.9996966012751216,0.462924076749142,0.1891466595678561,0.848716621579829,0.9287077971277612,0.3013367268892282,0.1908934739298122,0.5214214216404074,0.21304815429561363
8,edges,vgg19,0.306368344477999,0.1280908381948891,0.8756914808072016,0.9992549105049912,0.4650642144283765,0.1611395437465888,0.848716621579829,0.8220767117495728,0.3275142358051104,0.13693181342384994,0.5567694485498085,0.19291438069822334
9,edges,densenet121,0.4229020185754277,0.1197945222191187,0.8756914808072016,0.9948052586184896,0.6174991688034255,0.1057753626585196,0.848716621579829,0.6908522326306974,0.45310114494801096,0.1283489621516232,0.806422136567681,0.13813718019506993
10,edges,densenet169,0.4254069383731569,0.1117936125689333,0.8756914808072016,0.9935638440215486,0.5744916224831501,0.1116535355498371,0.848716621579829,0.8601925721774115,0.45606959204406716,0.11985151787233542,0.6723640772689766,0.1306752326157497
11,silhouette,alexnet,0.7800105878329412,0.0742227554335376,0.9322117479877028,0.9976608939017388,0.8807286180646603,0.0572646420365232,0.9545539676335728,0.9080400686587724,0.8088197312526763,0.07696412079401739,0.9459961270367234,0.06150831081398805
12,silhouette,resnet18,0.7019335102071664,0.1125487876706511,0.9322117479877028,0.9975264911181524,0.8010254348615404,0.0971584474335841,0.9545539676335728,0.8893739109472062,0.7279079643510943,0.11671356009110898,0.8693684394589123,0.10544794728045814
13,silhouette,resnet34,0.7208376686715328,0.0952438655547749,0.9322117479877028,0.9919375177863372,0.850818224287875,0.0643582164257975,0.9545539676335728,0.688462729432366,0.7496145871888963,0.09904614320682892,1.0495335428209578,0.07938958636145874
14,silhouette,resnet50,0.7224446762068647,0.0983147198877738,0.9322117479877028,0.9981385576466468,0.8365274131768801,0.0877171988594029,0.9545539676335728,0.7306561402101795,0.7489483924226057,0.10192150878324557,1.0016671120450107,0.10503353730453023
15,silhouette,resnet101,0.7604876305160837,0.0767400909939023,0.9322117479877028,0.9967896944973488,0.8605315891035975,0.0660484185621096,0.9545539676335728,0.8776897168132927,0.7889202415949912,0.07960919901596032,0.9401476585654749,0.07215919421134032
16,silhouette,vgg11,0.6322415252869955,0.0932317105782119,0.9322117479877028,0.996244747040308,0.8055211086511875,0.0690030138969443,0.9545539676335728,0.8104043412215309,0.6560587143778287,0.09674384508898315,0.9158530638032542,0.07845433348729389
17,silhouette,vgg13,0.6618525353319056,0.0953813686067319,0.9322117479877028,0.997528340686535,0.8415260381435107,0.0476129912439884,0.9545539676335728,0.9193383488920854,0.6863431907055582,0.09891078354875271,0.8983170165549121,0.05082618755078938
18,silhouette,vgg16,0.6735789509054104,0.1097754090573462,0.9322117479877028,0.9986179041423724,0.8494022641925851,0.0733531705035787,0.9545539676335728,0.9984878512038295,0.6981223584551178,0.11377533007597174,0.8700451255375187,0.07513585862645063
