Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
original,0.8667067394167391,0.07473000021429113,0.6366301962311163,0.2056182954622326,0.6108313462265555,0.22055051962137273 
edges,0.8756914808072016,0.04632431159805154,0.6815771384848986,0.0586350493214457,0.5956143677537183,0.0683290377809515 
silhouette,0.9322117479877028,0.01756122190215892,0.8277379133715534,0.015378703242067861,0.7179606087145742,0.02326428510249721 
grayscale,0.6234817189701142,0.20939527115007667,0.3559794020429986,0.14452685844326613,0.3184084564135025,0.14583998869099454 
cue-conflict,0.9575353848661046,0.02369912889272867,0.7228302656528401,0.008127570134767923,0.6733969343574184,0.011083004416414605 
