Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std 
edges,0.848716621579829,0.08880524052345597,0.6557130821164314,0.05746156496794269,0.5510900158543656,0.07825447345503653 
silhouette,0.9545539676335727,0.014914826034398575,0.6228299782658557,0.03824141449159036,0.4129089699833499,0.05391926831213041 
cue-conflict,0.9664476361046983,0.017876042301034865,0.6033446913429416,0.00737215866545321,0.5373271842371,0.008749233112755914 
