,image domain,model,accuracy corr,accuracy corr std,human accuracy ceiling,model accuracy ceiling,dprime corr,dprime corr std,human dprime ceiling,model dprime ceiling,accnorm corr,accnorm corr std,dpnorm corr,dpnorm corr std
0,edges,alexnet,0.7148546962769333,0.0978636726842461,0.8756914808072016,1,0.7390350649826645,0.1062867785377095,0.848716621579829,1,0.7639100300525573,0.10457935232241178,0.8022019087902664,0.11537132764345749
1,edges,resnet18,0.5113459651090784,0.1239940737012263,0.8756914808072016,1,0.6451699841618955,0.1269737493954722,0.848716621579829,1,0.5464359590951106,0.13250289472918048,0.7003139868620427,0.13782645635859517
2,edges,resnet34,0.5370717251838476,0.1156787934999052,0.8756914808072016,1,0.6067803394719343,0.1518166753524444,0.848716621579829,1,0.573927092963564,0.12361699668364841,0.6586431004491099,0.16479275818499878
3,edges,resnet50,0.5131748714085104,0.1359062144490815,0.8756914808072016,1,0.5874011061773101,0.1743769120110512,0.848716621579829,1,0.5483903700732279,0.1452324799778715,0.6376074843106468,0.18928126457368963
4,edges,resnet101,0.512322827148129,0.1325067666260278,0.8756914808072016,1,0.5798334984736881,0.1698298750168021,0.848716621579829,1,0.5474798561464902,0.14159975251284132,0.6293930576447567,0.1843455829951543
5,edges,vgg11,0.410217756759215,0.1298771964964987,0.8756914808072016,1,0.4786596961872619,0.1504234454405246,0.848716621579829,1,0.4383680495156541,0.1387897339074719,0.5195717228267072,0.1632804460530271
6,edges,vgg13,0.5183685051767122,0.1220442891507187,0.8756914808072016,1,0.5971669302192166,0.1346533015604908,0.848716621579829,1,0.5539404055540217,0.13041931049544517,0.6482080133768977,0.14616239560875352
7,edges,vgg16,0.5055579984622718,0.1396700527882531,0.8756914808072016,1,0.5954096910164911,0.1629183275696371,0.848716621579829,1,0.540250805947019,0.14925460345801955,0.6463005793329385,0.17684329140234561
8,edges,vgg19,0.5477207366202894,0.1326310393446939,0.8756914808072016,1,0.6555619697346344,0.1417772568272472,0.848716621579829,1,0.5853068694255639,0.14173255317393418,0.7115941967703068,0.1538952499534422
9,edges,densenet121,0.4936595310195515,0.1245738991557448,0.8756914808072016,1,0.6612067744011663,0.1239024492761119,0.848716621579829,1,0.5275358323040025,0.13312250943227097,0.7177214744771451,0.13449264591446364
10,edges,densenet169,0.4576076802548428,0.1307496869930901,0.8756914808072016,1,0.5715373159100308,0.1535034351664664,0.848716621579829,1,0.4890100024471754,0.1397220971484815,0.6203877833302089,0.16662368882224926
11,silhouette,alexnet,0.753527615342457,0.0857687390278108,0.9322117479877028,1,0.8466613686528314,0.0772906898605304,0.9545539676335728,1,0.7804442533817825,0.08883247027865786,0.8665816743102682,0.0791091904128182
12,silhouette,resnet18,0.7828780509830412,0.0652554777623189,0.9322117479877028,1,0.8815702057936862,0.0475246535135068,0.9545539676335728,1,0.8108431111854681,0.06758645812620818,0.9023118489205507,0.04864281675952709
13,silhouette,resnet34,0.7333474809476026,0.0980684353538956,0.9322117479877028,1,0.8488303593691007,0.0679688142496464,0.9545539676335728,1,0.7595432676710219,0.10157152206731901,0.8688016971860714,0.06956798908524905
14,silhouette,resnet50,0.7419831960612049,0.0783202518365359,0.9322117479877028,1,0.8778342207399514,0.0438835268414527,0.9545539676335728,1,0.768487457767081,0.08111791688146563,0.8984879633590599,0.04491602141410459
15,silhouette,resnet101,0.7818256624018329,0.067427422753732,0.9322117479877028,1,0.880301959638276,0.0483424564357316,0.9545539676335728,1,0.8097531304020097,0.06983598681327471,0.9010137633842499,0.04947986100393976
16,silhouette,vgg11,0.7164804375748629,0.0680816809202015,0.9322117479877028,1,0.8487247004218814,0.0480445659414314,0.9545539676335728,1,0.7420737193707735,0.07051361562986053,0.8686935522880317,0.04917496172204323
17,silhouette,vgg13,0.766866210706507,0.0627473742818468,0.9322117479877028,1,0.8705902766746644,0.0453311652491944,0.9545539676335728,1,0.7942593145528671,0.06498876308707986,0.8910735832903262,0.04639771995572195
18,silhouette,vgg16,0.7519552544877364,0.0673606752797946,0.9322117479877028,1,0.8805262687038606,0.0451679239668723,0.9545539676335728,1,0.7788157264793523,0.06976685506361945,0.9012433500086244,0.04623063792152411
