image domain,model,decoder num,human,kappa,human ceiling,model ceiling
edges,alexnet,7,subject-03,0.006622516556291397,0.31843643384059334,0.9560940575313351
edges,alexnet,7,subject-04,0.0176991150442478,0.31843643384059334,0.9560940575313351
edges,alexnet,7,subject-05,0.027303754266211556,0.31843643384059334,0.9560940575313351
edges,alexnet,7,subject-06,-0.009933774834437095,0.31843643384059334,0.9560940575313351
edges,alexnet,7,subject-07,0.07272727272727271,0.31843643384059334,0.9560940575313351
edges,alexnet,7,subject-08,-0.009693053311793296,0.31843643384059334,0.9560940575313351
edges,alexnet,7,subject-09,0.05286343612334798,0.31843643384059334,0.9560940575313351
edges,alexnet,7,subject-10,0.026622296173044877,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-01,0.059929494712103466,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-02,0.0010319917440660255,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-03,0.007919966652772042,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-04,0.020589872008903744,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-05,0.02941808030921196,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-06,-0.0087536473530637,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-07,0.07657142857142861,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-08,-0.009052995626080806,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-09,0.061551200662434365,0.31843643384059334,0.9560940575313351
edges,alexnet,8,subject-10,0.028170489056445678,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-01,0.05554969958891117,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-02,-0.0010172939979653903,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-03,0.0053431976983148695,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-04,0.014843320505772417,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-05,0.025217207035388805,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-06,-0.0110974106041923,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-07,0.08700564971751415,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-08,-0.010323744612609084,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-09,0.06619060697610538,0.31843643384059334,0.9560940575313351
edges,alexnet,9,subject-10,0.02509552824537846,0.31843643384059334,0.9560940575313351
edges,resnet18,0,subject-01,0.05340314136125656,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-02,-0.002020202020202013,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-03,0.00408163265306121,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-04,0.012021857923497282,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-05,0.03999999999999997,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-06,0.00408163265306121,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-07,0.06516853932584267,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-08,-0.01094527363184088,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-09,0.10136986301369862,0.31843643384059334,0.8778181705603156
edges,resnet18,0,subject-10,0.02358974358974356,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-01,0.05772495755517831,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-02,0.0,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-03,0.006622516556291397,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-04,0.0176991150442478,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-05,0.04436860068259382,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-06,0.006622516556291397,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-07,0.07272727272727271,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-08,-0.009693053311793296,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-09,0.09691629955947127,0.31843643384059334,0.8778181705603156
edges,resnet18,1,subject-10,0.026622296173044877,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-01,0.05772495755517831,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-02,0.0,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-03,0.006622516556291397,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-04,0.0176991150442478,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-05,0.04436860068259382,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-06,0.006622516556291397,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-07,0.07272727272727271,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-08,-0.009693053311793296,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-09,0.11894273127753298,0.31843643384059334,0.8778181705603156
edges,resnet18,2,subject-10,0.026622296173044877,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-01,0.05554969958891117,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-02,-0.001017293997965354,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-03,0.005343197698314906,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-04,-0.002748763056624519,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-05,0.025217207035388805,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-06,-0.011097410604192264,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-07,0.0689265536723164,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-08,-0.010323744612609048,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-09,0.08816259269431469,0.31843643384059334,0.8778181705603156
edges,resnet18,3,subject-10,0.025095528245378494,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-01,0.05772495755517831,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-02,0.0,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-03,0.006622516556291397,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-04,0.0176991150442478,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-05,0.04436860068259382,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-06,0.006622516556291397,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-07,0.07272727272727271,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-08,-0.009693053311793296,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-09,0.07488986784140958,0.31843643384059334,0.8778181705603156
edges,resnet18,4,subject-10,0.026622296173044877,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-01,0.05554969958891117,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-02,-0.0010172939979653903,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-03,0.0053431976983148695,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-04,-0.002748763056624519,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-05,0.025217207035388805,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-06,-0.0110974106041923,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-07,0.0689265536723164,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-08,-0.010323744612609084,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-09,0.08816259269431469,0.31843643384059334,0.8778181705603156
edges,resnet18,5,subject-10,0.02509552824537846,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-01,0.05340314136125656,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-02,-0.002020202020202013,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-03,0.00408163265306121,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-04,0.012021857923497282,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-05,0.03999999999999997,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-06,0.00408163265306121,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-07,0.04719101123595509,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-08,-0.01094527363184088,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-09,0.05753424657534251,0.31843643384059334,0.8778181705603156
edges,resnet18,6,subject-10,0.02358974358974356,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-01,0.05128471861021533,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-02,-0.0030090270812437744,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-03,0.0028374543980543283,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-04,0.009234111895708792,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-05,0.0378581886634595,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-06,0.0028374543980543283,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-07,0.061452513966480445,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-08,-0.011557838585399674,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-09,0.07078436731347354,0.31843643384059334,0.8778181705603156
edges,resnet18,7,subject-10,0.022104512580217936,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-01,0.05340314136125656,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-02,-0.002020202020202013,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-03,0.00408163265306121,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-04,0.029508196721311507,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-05,0.03999999999999997,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-06,0.00408163265306121,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-07,0.08314606741573032,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-08,-0.01094527363184088,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-09,0.07945205479452051,0.31843643384059334,0.8778181705603156
edges,resnet18,8,subject-10,0.03999999999999999,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-01,0.05128471861021533,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-02,-0.0030090270812437744,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-03,0.0028374543980543283,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-04,0.009234111895708792,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-05,0.0378581886634595,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-06,0.0028374543980543283,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-07,0.061452513966480445,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-08,-0.011557838585399674,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-09,0.09264826455315653,0.31843643384059334,0.8778181705603156
edges,resnet18,9,subject-10,0.022104512580217936,0.31843643384059334,0.8778181705603156
edges,resnet34,0,subject-01,0.05340314136125656,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-02,-0.002020202020202013,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-03,0.00408163265306121,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-04,0.029508196721311507,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-05,0.03999999999999997,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-06,0.00408163265306121,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-07,0.08314606741573032,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-08,-0.01094527363184088,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-09,0.10136986301369862,0.31843643384059334,0.8879303285006461
edges,resnet34,0,subject-10,0.02358974358974356,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-01,0.051284718610215364,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-02,-0.0030090270812437384,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-03,0.0028374543980543643,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-04,0.026615969581749003,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-05,0.0378581886634595,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-06,0.0028374543980543643,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-07,0.0793296089385475,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-08,-0.011557838585399638,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-09,0.09264826455315653,0.31843643384059334,0.8879303285006461
edges,resnet34,1,subject-10,0.02210451258021797,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-01,0.04509283819628648,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-02,0.009823182711198428,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-03,0.015091342335186688,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-04,0.05229455709711852,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-05,0.04800984817398437,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-06,0.015091342335186688,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-07,0.08571428571428569,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-08,0.0021272481144845464,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-09,0.08844275637547472,0.31843643384059334,0.8879303285006461
edges,resnet34,2,subject-10,0.03373926931523254,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-01,0.05340314136125656,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-02,-0.002020202020202013,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-03,0.00408163265306121,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-04,0.029508196721311507,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-05,0.03999999999999997,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-06,0.00408163265306121,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-07,0.08314606741573032,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-08,-0.01094527363184088,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-09,0.10136986301369862,0.31843643384059334,0.8879303285006461
edges,resnet34,3,subject-10,0.02358974358974356,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-01,0.051284718610215364,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-02,-0.0030090270812437384,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-03,0.0028374543980543643,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-04,0.026615969581749003,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-05,0.0378581886634595,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-06,0.0028374543980543643,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-07,0.0793296089385475,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-08,-0.011557838585399638,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-09,0.09264826455315653,0.31843643384059334,0.8879303285006461
edges,resnet34,4,subject-10,0.02210451258021797,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-01,0.049193881769326216,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-02,-0.003984063745019941,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-03,0.0016103059581321177,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-04,0.041036717062635036,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-05,0.03574397339983373,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-06,0.0016103059581321177,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-07,0.09333333333333332,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-08,-0.012161632012553998,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-09,0.08396946564885492,0.31843643384059334,0.8879303285006461
edges,resnet34,5,subject-10,0.03682719546742203,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-01,0.04308160162189566,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-02,-0.00682926829268292,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-03,-0.001972386587771161,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-04,0.03236074270557026,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-05,0.02956167176350654,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-06,-0.001972386587771161,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-07,0.06448087431693987,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-08,-0.013922227556409122,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-09,0.03653585926928266,0.31843643384059334,0.8879303285006461
edges,resnet34,6,subject-10,0.03222607833415957,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-01,0.04713009549235038,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-02,-0.004945598417408507,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-03,0.0003998400639744017,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-04,0.02093397745571654,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-05,0.03365682428246945,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-06,0.0003998400639744017,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-07,0.0718232044198895,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-08,-0.012756840977699965,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-09,0.07533315202610814,0.31843643384059334,0.8879303285006461
edges,resnet34,7,subject-10,0.019194050849160857,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-01,0.05340314136125656,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-02,-0.002020202020202013,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-03,0.00408163265306121,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-04,0.04699453551912565,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-05,0.03999999999999997,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-06,0.00408163265306121,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-07,0.08314606741573032,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-08,-0.01094527363184088,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-09,0.05753424657534251,0.31843643384059334,0.8879303285006461
edges,resnet34,8,subject-10,0.03999999999999999,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-01,0.04713009549235038,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-02,0.01088031651829873,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-03,0.016393442622950827,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-04,0.03811057434245837,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-05,0.0501755110468717,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-06,0.016393442622950827,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-07,0.0718232044198895,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-08,0.002824033498880047,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-09,0.07533315202610814,0.31843643384059334,0.8879303285006461
edges,resnet34,9,subject-10,0.019194050849160857,0.31843643384059334,0.8879303285006461
edges,resnet50,0,subject-01,0.03153373035243588,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-02,0.002811621368322406,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-03,0.006446719757299993,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-04,0.03229113275243467,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-05,0.033588685916322907,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-06,0.006446719757299993,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-07,0.060317460317460346,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-08,-0.0024877913940846465,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-09,0.07175246732461975,0.31843643384059334,0.8994506031098393
edges,resnet50,0,subject-10,0.02355297034423571,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-01,0.035287140456657116,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-02,0.004748338081671415,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-03,0.008835958509412267,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-04,0.03784344219803009,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-05,0.03758202425929602,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-06,0.008835958509412267,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-07,0.067379679144385,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-08,-0.0012141589614271609,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-09,0.06727418922540859,0.31843643384059334,0.8994506031098393
edges,resnet50,1,subject-10,0.026369168356997905,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-01,0.03153373035243588,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-02,0.002811621368322406,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-03,0.006446719757299993,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-04,0.032291132752434636,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-05,0.03358868591632287,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-06,0.006446719757299993,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-07,0.060317460317460346,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-08,-0.0024877913940846465,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-09,0.07175246732461975,0.31843643384059334,0.8994506031098393
edges,resnet50,2,subject-10,0.02355297034423571,0.31843643384059334,0.8994506031098393
