Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
edges,0.9880623446956243,0.03310954255748508,0.9355664972082985,0.02184291956513765,0.8597106150755585,0.042931662168296865
silhouette,0.688462729432366,0.006876407283140549,0.8633807786628254,0.015478658138249005,0.8446605647193236,0.027410216660174597
cue-conflict,0.9883907014412319,0.008821759216247938,0.893652072006403,0.004410400190465742,0.8740048333462569,0.005629147262881911
