Key,O1,O1_Std,I1,I1_Std,I1N,I1N_Std
edges,0.9997171573723328,9.620382601441067e-05,0.9955847551027217,0.0005654319055908067,0.9908732404534314,0.0011544132480489227
silhouette,0.9997832259491671,8.735177874400926e-05,0.9979305954561166,0.0001910991485466087,0.9931639010217769,0.0007213605118851703
cue-conflict,0.9997475704076463,9.212316505260879e-05,0.9970252032757715,0.00016093942451559547,0.996212193794854,0.0001896409550237536
