,accuracy,dprime
airplane1.png,0.3407504225,1.385210177207934
airplane10.png,-0.0879551315,-0.6840260562713723
airplane2.png,-0.054225273500000004,-0.1426296158911291
airplane3.png,0.12842209249999997,0.7912495581595091
airplane4.png,-0.0733511225,-0.3803510264109773
airplane5.png,-0.0680503915,-0.30364242494460214
airplane6.png,-0.013673491499999996,0.17560930031877886
airplane7.png,-0.08498965950000001,-0.6048977139879983
airplane8.png,-0.0765348075,-0.4324533506615271
airplane9.png,-0.010392637499999996,0.19593115248138315
bear1.png,0.4066696807,1.3095456250244566
bear10.png,-0.24524161330000005,-0.7521182783677498
bear2.png,0.18660948069999994,0.7253725040839736
bear3.png,-0.2640106763,-0.9081395946658442
bear4.png,0.3466003807,1.1383650241011662
bear5.png,0.015731360699999974,0.28365413791211247
bear6.png,-0.25484088130000004,-0.8272100980914856
bear7.png,-0.3076898733,-1.682906002759305
bear8.png,0.2354351806999999,0.8481162654851881
bear9.png,-0.11926303930000004,-0.13467958272251157
bicycle1.png,0.18245257900000011,0.41357340786807884
bicycle10.png,-0.2614243109999999,-0.7942282717512681
bicycle2.png,-0.3486354709999999,-1.0425728805607557
bicycle3.png,0.3722657290000001,1.8016381990966353
bicycle4.png,0.1640040290000001,0.34994144900346713
bicycle5.png,0.23334442900000008,0.6100087194161223
bicycle6.png,-0.3805766209999999,-1.1431945459029837
bicycle7.png,0.1360016690000001,0.25886351284780673
bicycle8.png,0.14856447900000014,0.2989876480897
bicycle9.png,-0.24599651099999992,-0.7530172381068039
bird1.png,-0.15213830474999998,-0.8952867860411393
bird10.png,0.0014773077500000176,0.32004851214334007
bird2.png,-0.14168445424999998,-0.6753614275103748
bird3.png,-0.15447535725,-0.9625051099296491
bird4.png,-0.08488180224999999,-0.11092080951625172
bird5.png,0.30480152775,1.209620906056335
bird6.png,-0.09640709724999999,-0.19140958119820972
bird7.png,-0.14601954525,-0.7549037501551847
bird8.png,0.20087945775,0.9428770149673977
bird9.png,0.26844826775,1.117841031183735
boat1.png,-0.00396219544,-0.25050026287446187
boat10.png,-0.004799867110000001,-0.5683630072348196
boat2.png,-0.00117871074,0.12240964636939428
boat3.png,0.00738518726,0.5328643124587349
boat4.png,-0.0042883224700000005,-0.34025763889711097
boat5.png,4.437175999999921e-05,0.2130536599077551
boat6.png,-0.0038207990400000004,-0.21809188522228945
boat7.png,0.00058727456,0.24737408451225124
boat8.png,-0.004586456040000001,-0.4524456020075442
boat9.png,0.014619517260000001,0.7139566929880905
bottle1.png,0.07306752789999998,0.42926674814866883
bottle10.png,0.044181657899999977,0.32323610196122154
bottle2.png,-0.02991249710000002,-0.014827822112127742
bottle3.png,-0.09557841210000002,-0.5323687781538505
bottle4.png,-0.09596049210000002,-0.5370737723137843
bottle5.png,0.28447512789999996,1.0410902461142801
bottle6.png,0.04772273789999998,0.33678289052567023
bottle7.png,-0.05293514210000003,-0.15535639445389615
bottle8.png,-0.09410107410000002,-0.5145380408411829
bottle9.png,-0.08095943410000003,-0.3762111788750001
car1.png,-0.0007273356910000002,-0.3109278310860674
car10.png,-0.00047482236100000025,-0.14010338157654217
car2.png,-0.00016758286100000024,-0.011943258513834775
car3.png,0.00020022423899999984,0.0944443549030423
car4.png,0.0002509849389999998,0.10674209994623411
car5.png,7.736743899999982e-05,0.06262899222575373
car6.png,-0.0005638398610000003,-0.18992960900427075
car7.png,0.0013551387389999997,0.3011884056608461
car8.png,-0.00015529382100000022,-0.007760004947867615
car9.png,0.0002051592389999998,0.09566023239270653
cat1.png,0.5780100399999999,1.739559945213017
cat10.png,-0.15448712,-0.5233261998820335
cat2.png,-0.03125160000000002,0.018875778537092103
cat3.png,-0.17179453,-0.6372942311626242
cat4.png,-0.20292209,-0.9092506787009993
cat5.png,-0.07074992000000002,-0.12481947293299389
cat6.png,0.28143667999999994,0.8780169258590489
cat7.png,-0.07030142,-0.12308077852889099
cat8.png,-0.062390820000000013,-0.0928639970059939
cat9.png,-0.09554922000000002,-0.2258172913956229
chair1.png,-0.20601998300000002,-1.2216427637530831
chair10.png,0.201735157,1.4804019266985948
chair2.png,0.15536536700000003,0.21335444388617697
chair3.png,0.16258881700000005,0.2904534420141349
chair4.png,0.200318177,1.2857334053669476
